0.0,1.0,1.0086408036945838
0.032,0.982128,0.97650150318567
0.064,0.966465,0.9611549637000002
0.096,0.940927,0.9483525391387919
0.128,0.949354,0.9361609075103074
0.16,0.917075,0.9238553938673982
0.192,0.918823,0.9111328687581624
0.224,0.893908,0.8978881732719021
0.256,0.885688,0.8841226862308438
0.288,0.866352,0.8698981207733145
0.32,0.83563,0.8553097541429079
0.352,0.846526,0.8404695025161806
0.384,0.826711,0.8254946681802402
0.416,0.815358,0.8105003010955046
0.448,0.794288,0.7955940435812987
0.48,0.788784,0.7808727721716265
0.512,0.761279,0.7664205825523243
0.544,0.740886,0.7523077937874773
0.576,0.745739,0.7385907271535882
0.608,0.72981,0.7253120669056635
0.64,0.711522,0.7125016472590258
0.672,0.693977,0.7001775380405902
0.704,0.685034,0.6883473241745991
0.736,0.677136,0.6770094932263876
0.768,0.672025,0.6661548616261151
0.8,0.650592,0.65576798448585
0.832,0.656915,0.6458285064248576
0.864,0.637567,0.6363124217215369
0.896,0.622086,0.6271932215458127
0.928,0.610054,0.6184429140942547
0.96,0.6016,0.6100329102434031
0.992,0.595509,0.6019347729457061
1.024,0.587586,0.5941208331115593
1.056,0.592994,0.5865646782487258
1.088,0.581663,0.5792415227688426
1.12,0.577505,0.5721284707234543
1.152,0.56603,0.5652046829023814
1.184,0.564307,0.558451460816319
1.216,0.549017,0.5518522601904016
1.248,0.545234,0.5453926463073662
1.28,0.528951,0.5390602029425188
1.312,0.532907,0.5328444058046753
1.344,0.524385,0.5267364704062135
1.376,0.520553,0.5207291831912457
1.408,0.503795,0.5148167236051491
1.44,0.504511,0.5089944836343212
1.472,0.494818,0.5032588902171509
1.504,0.502212,0.4976072348534896
1.536,0.487334,0.49203751374124294
1.568,0.495949,0.48654828085982055
1.6,0.469535,0.481138515610517
1.632,0.481152,0.4758075059181923
1.664,0.485317,0.4705547470977857
1.696,0.468811,0.4653798562909569
1.728,0.492937,0.4602825018776632
1.76,0.456416,0.45526234695808315
1.792,0.468616,0.4503190057738859
1.824,0.450026,0.4454520117854899
1.856,0.437148,0.44066079603426034
1.888,0.454692,0.4359446743860571
1.92,0.456342,0.4313028422658577
1.952,0.432845,0.42673437554345633
1.984,0.440131,0.4222382363091823
2.016,0.421854,0.4178132823786159
2.048,0.423853,0.4134582794796529
2.08,0.425625,0.40917191519803225
2.112,0.418939,0.40495281388356935
2.144,0.402141,0.4007995518445764
2.176,0.402905,0.3967106722789211
2.208,0.414974,0.3926846995042026
2.24,0.387939,0.3887201521546548
2.272,0.378141,0.38481555510727156
2.304,0.365588,0.3809694499834874
2.336,0.374143,0.37718040414520143
2.368,0.378685,0.37344701816504955
2.4,0.375272,0.36976793180097683
2.432,0.361147,0.3661418285449542
2.464,0.364584,0.36256743884589887
2.496,0.342788,0.35904354212844086
2.528,0.351882,0.35556896774309704
2.56,0.3575,0.3521425949907246
2.592,0.350736,0.34876335236583683
2.624,0.330101,0.34543021616048875
2.656,0.341967,0.3421422085639043
2.688,0.329423,0.3388983953837189
2.72,0.325893,0.3356978835034093
2.752,0.32463,0.33253981817790834
2.784,0.317721,0.32942338025613993
2.816,0.324941,0.3263477834057863
2.848,0.312361,0.32331227140242796
2.88,0.314387,0.3203161155326246
2.912,0.295865,0.3173586121487778
2.944,0.31878,0.31443908040292573
2.976,0.30938,0.31155686017708645
3.008,0.290575,0.3087113102194445
3.04,0.323311,0.3059018064886015
3.072,0.307034,0.30312774070223747
3.104,0.304479,0.3003885190818308
3.136,0.290315,0.2976835612814583
3.168,0.29799,0.2950122994860707
3.2,0.299205,0.2923741776628873
3.232,0.289231,0.28976865094858645
3.264,0.292955,0.28719518515464876
3.296,0.27144,0.28465325637345124
3.328,0.292294,0.28214235066838184
3.36,0.28002,0.2796619638322644
3.392,0.282077,0.2772116011996511
3.424,0.264842,0.2747907774999733
3.456,0.282486,0.2723990167400787
3.488,0.28128,0.2700358521062443
3.52,0.251529,0.26770082587731064
3.552,0.267652,0.2653934893420762
3.584,0.278283,0.2631134027154948
3.616,0.262859,0.26086013504951455
3.648,0.260476,0.25863326413555726
3.68,0.256297,0.2564323763966684
3.712,0.249927,0.2542570667682458
3.744,0.245387,0.25210693856700506
3.776,0.239063,0.24998160334844163
3.808,0.242867,0.24788068075353337
3.84,0.233021,0.2458037983457876
3.872,0.243772,0.24375059143999134
3.904,0.243721,0.2417207029241869
3.936,0.238266,0.23971378307647498
3.968,0.245307,0.2377294893782607
4.0,0.213885,0.2357674863255153
4.032,0.214849,0.23382744523954033
4.064,0.216836,0.23190904407860227
4.096,0.214988,0.23001196725166181
4.128,0.212383,0.22813590543526618
4.16,0.219543,0.2262805553945087
4.192,0.212138,0.22444561980879504
4.224,0.210892,0.22263080710299366
4.256,0.223828,0.2208358312843982
4.288,0.221937,0.21906041178578667
4.32,0.215567,0.21730427331473604
4.352,0.191526,0.2155671457092391
4.384,0.21213,0.21384876379957252
4.416,0.207535,0.21214886727628607
4.448,0.184487,0.21046720056411564
4.48,0.205538,0.20880351270157232
4.512,0.205281,0.20715755722592308
4.544,0.200897,0.205529092063252
4.576,0.211327,0.20391787942327794
4.608,0.20066,0.20232368569859802
4.64,0.199867,0.2007462813680307
4.672,0.20007,0.19918544090373996
4.704,0.195031,0.19764094268183888
4.736,0.205547,0.19611256889618658
4.768,0.171354,0.19460010547511603
4.8,0.185279,0.19310334200085166
4.832,0.186111,0.19162207163139944
4.864,0.184704,0.19015609102471673
4.896,0.18654,0.188705200264991
4.928,0.179751,0.18726920279087944
