Time Real

0 0
262144 0.169905
524288 0.223688
786432 0.261568
1.04858e+06 0.290875
1.31072e+06 0.322314
1.57286e+06 0.350719
1.83501e+06 0.375646
2.09715e+06 0.395382
2.3593e+06 0.412728
2.62144e+06 0.415212
2.88358e+06 0.433671
3.14573e+06 0.454856
3.40787e+06 0.464898
3.67002e+06 0.479944
3.93216e+06 0.498378
4.1943e+06 0.499321
4.45645e+06 0.515243
4.71859e+06 0.523687
4.98074e+06 0.535414
5.24288e+06 0.545713
5.50502e+06 0.556584
5.76717e+06 0.560772
6.02931e+06 0.569656
6.29146e+06 0.5819
6.5536e+06 0.586683
6.81574e+06 0.594058
7.07789e+06 0.606309
7.34003e+06 0.609934
7.60218e+06 0.626579
7.86432e+06 0.630493
8.12646e+06 0.627935
8.38861e+06 0.639329
8.65075e+06 0.640106
8.9129e+06 0.645006
9.17504e+06 0.649646
9.43718e+06 0.650132
9.69933e+06 0.66121
9.96147e+06 0.669365
1.02236e+07 0.674083
1.04858e+07 0.678456
1.07479e+07 0.694269
1.101e+07 0.692936
1.12722e+07 0.693235
1.15343e+07 0.702985
1.17965e+07 0.701981
1.20586e+07 0.706553
1.23208e+07 0.717586
1.25829e+07 0.712345
1.28451e+07 0.725163
1.31072e+07 0.71943
1.33693e+07 0.730853
1.36315e+07 0.739589
1.38936e+07 0.739977
1.41558e+07 0.739328
1.44179e+07 0.738714
1.46801e+07 0.738129
1.49422e+07 0.745996
1.52044e+07 0.757132
1.54665e+07 0.759238
1.57286e+07 0.76535
1.59908e+07 0.772588
1.62529e+07 0.771948
1.65151e+07 0.760219
1.67772e+07 0.769912
1.70394e+07 0.773264
1.73015e+07 0.783537
1.75636e+07 0.780892
1.78258e+07 0.782324
1.80879e+07 0.789558
1.83501e+07 0.789993
1.86122e+07 0.798206
1.88744e+07 0.793586
1.91365e+07 0.798356
1.93987e+07 0.802564
1.96608e+07 0.795558
1.99229e+07 0.799146
2.01851e+07 0.804616
2.04472e+07 0.808139
2.07094e+07 0.816657
2.09715e+07 0.820323
2.12337e+07 0.819129
2.14958e+07 0.83178
2.1758e+07 0.829492
2.20201e+07 0.828134
2.22822e+07 0.824857
2.25444e+07 0.834788
2.28065e+07 0.837506
2.30687e+07 0.839392
2.33308e+07 0.835837
2.3593e+07 0.835006
2.38551e+07 0.843835
2.41172e+07 0.843179
2.43794e+07 0.846445
2.46415e+07 0.847554
2.49037e+07 0.853416
2.51658e+07 0.850805
2.5428e+07 0.858671
2.56901e+07 0.850289
2.59523e+07 0.863356
2.62144e+07 0.861944
2.64765e+07 0.865631
2.67387e+07 0.860919
2.70008e+07 0.866125
2.7263e+07 0.863325
2.75251e+07 0.86221
2.77873e+07 0.859903
2.80494e+07 0.870152
2.83116e+07 0.872786
2.85737e+07 0.872858
2.88358e+07 0.875791
2.9098e+07 0.882394
2.93601e+07 0.87992
2.96223e+07 0.874732
2.98844e+07 0.883245
3.01466e+07 0.889457
3.04087e+07 0.887168
3.06708e+07 0.889415
3.0933e+07 0.890366
3.11951e+07 0.895124
3.14573e+07 0.890057
3.17194e+07 0.893957
3.19816e+07 0.891915
3.22437e+07 0.898487
3.25059e+07 0.900848
3.2768e+07 0.894546
3.30301e+07 0.896357
3.32923e+07 0.887734
3.35544e+07 0.89771
3.38166e+07 0.903264
3.40787e+07 0.912789
3.43409e+07 0.910507
3.4603e+07 0.918051
3.48652e+07 0.910204
3.51273e+07 0.906309
3.53894e+07 0.90999
3.56516e+07 0.912271
3.59137e+07 0.914763
3.61759e+07 0.910739
3.6438e+07 0.925931
3.67002e+07 0.912091
3.69623e+07 0.912297
3.72244e+07 0.916948
3.74866e+07 0.916601
3.77487e+07 0.919968
3.80109e+07 0.919448
3.8273e+07 0.923443
3.85352e+07 0.910322
3.87973e+07 0.920598
3.90595e+07 0.925325
3.93216e+07 0.933213
3.95837e+07 0.924173
3.98459e+07 0.928758
4.0108e+07 0.929945
4.03702e+07 0.934326
4.06323e+07 0.928709
4.08945e+07 0.930388
4.11566e+07 0.937911
4.14188e+07 0.944208
4.16809e+07 0.934207
4.1943e+07 0.938973
4.22052e+07 0.933743
4.24673e+07 0.93675
4.27295e+07 0.933243
4.29916e+07 0.933779
4.32538e+07 0.937182
4.35159e+07 0.940394
4.3778e+07 0.937207
4.40402e+07 0.942758
4.43023e+07 0.942948
