Time Real

0 0
524288 0.183655
1.04858e+06 0.244959
1.57286e+06 0.286399
2.09715e+06 0.316834
2.62144e+06 0.346625
3.14573e+06 0.381531
3.67002e+06 0.396701
4.1943e+06 0.419733
4.71859e+06 0.441078
5.24288e+06 0.454181
5.76717e+06 0.467679
6.29146e+06 0.47903
6.81574e+06 0.502361
7.34003e+06 0.515041
7.86432e+06 0.523656
8.38861e+06 0.539801
8.9129e+06 0.552311
9.43718e+06 0.552002
9.96147e+06 0.566608
1.04858e+07 0.579548
1.101e+07 0.591956
1.15343e+07 0.594166
1.20586e+07 0.602999
1.25829e+07 0.616069
1.31072e+07 0.624493
1.36315e+07 0.631798
1.41558e+07 0.630967
1.46801e+07 0.640492
1.52044e+07 0.646665
1.57286e+07 0.655617
1.62529e+07 0.662657
1.67772e+07 0.669154
1.73015e+07 0.674986
1.78258e+07 0.683401
1.83501e+07 0.684284
1.88744e+07 0.688403
1.93987e+07 0.698597
1.99229e+07 0.703228
2.04472e+07 0.708837
2.09715e+07 0.712588
2.14958e+07 0.719097
2.20201e+07 0.718618
2.25444e+07 0.728599
2.30687e+07 0.733152
2.3593e+07 0.735202
2.41172e+07 0.739826
2.46415e+07 0.747069
2.51658e+07 0.749603
2.56901e+07 0.752303
2.62144e+07 0.753042
2.67387e+07 0.755989
2.7263e+07 0.762865
2.77873e+07 0.77004
2.83116e+07 0.774252
2.88358e+07 0.775915
2.93601e+07 0.77274
2.98844e+07 0.779252
3.04087e+07 0.784424
3.0933e+07 0.792553
3.14573e+07 0.792697
3.19816e+07 0.794684
3.25059e+07 0.796069
3.30301e+07 0.800952
3.35544e+07 0.803238
3.40787e+07 0.808817
3.4603e+07 0.811637
3.51273e+07 0.808599
3.56516e+07 0.812987
3.61759e+07 0.81552
3.67002e+07 0.825767
3.72244e+07 0.823643
3.77487e+07 0.827757
3.8273e+07 0.831534
3.87973e+07 0.829356
3.93216e+07 0.829404
3.98459e+07 0.832341
4.03702e+07 0.839696
4.08945e+07 0.839506
4.14188e+07 0.847176
4.1943e+07 0.846698
4.24673e+07 0.847461
4.29916e+07 0.843156
4.35159e+07 0.852253
4.40402e+07 0.854109
4.45645e+07 0.860702
4.50888e+07 0.85946
4.56131e+07 0.860314
4.61373e+07 0.860612
4.66616e+07 0.865229
4.71859e+07 0.865996
4.77102e+07 0.870953
4.82345e+07 0.870882
4.87588e+07 0.869439
4.92831e+07 0.873591
4.98074e+07 0.878952
5.03316e+07 0.878894
5.08559e+07 0.877429
5.13802e+07 0.877476
5.19045e+07 0.8841
5.24288e+07 0.881596
5.29531e+07 0.885631
5.34774e+07 0.885598
5.40017e+07 0.894871
5.4526e+07 0.891733
5.50502e+07 0.89164
5.55745e+07 0.896508
5.60988e+07 0.894391
5.66231e+07 0.896328
5.71474e+07 0.897259
5.76717e+07 0.898087
5.8196e+07 0.898809
5.87203e+07 0.901432
5.92445e+07 0.902661
5.97688e+07 0.902926
6.02931e+07 0.904077
6.08174e+07 0.90882
6.13417e+07 0.906216
6.1866e+07 0.907714
6.23903e+07 0.907209
6.29146e+07 0.917099
6.34388e+07 0.911367
6.39631e+07 0.908645
6.44874e+07 0.91468
6.50117e+07 0.915115
6.5536e+07 0.918443
6.60603e+07 0.917481
6.65846e+07 0.920091
6.71089e+07 0.923239
6.76332e+07 0.923097
6.81574e+07 0.922708
6.86817e+07 0.921644
6.9206e+07 0.923804
6.97303e+07 0.927559
7.02546e+07 0.926895
7.07789e+07 0.927753
7.13032e+07 0.92479
7.18275e+07 0.925428
7.23517e+07 0.931425
7.2876e+07 0.93273
7.34003e+07 0.935749
7.39246e+07 0.933201
7.44489e+07 0.934314
7.49732e+07 0.933503
7.54975e+07 0.933665
7.60218e+07 0.94159
7.6546e+07 0.946538
7.70703e+07 0.941199
7.75946e+07 0.942029
7.81189e+07 0.943028
7.86432e+07 0.948132
7.91675e+07 0.948807
7.96918e+07 0.94372
8.02161e+07 0.943751
8.07404e+07 0.944196
8.12646e+07 0.945147
8.17889e+07 0.946106
8.23132e+07 0.952727
8.28375e+07 0.953935
8.33618e+07 0.950152
8.38861e+07 0.952704
8.44104e+07 0.954885
8.49347e+07 0.954622
8.54589e+07 0.954332
8.59832e+07 0.955009
8.65075e+07 0.954686
8.70318e+07 0.953685
8.75561e+07 0.956576
8.80804e+07 0.954565
