Time Real

300 0
1324 0.157279
2348 0.336749
3372 0.438955
4396 0.494646
5420 0.562767
6444 0.6191
7468 0.65522
8492 0.673781
9516 0.732789
10540 0.69499
11564 0.770508
12588 0.764649
13612 0.784582
14636 0.826824
15660 0.861077
16684 0.850028
17708 0.837953
18732 0.87463
19756 0.823299
20780 0.888398
21804 0.855301
22828 0.908689
23852 0.895023
24876 0.85988
25900 0.912891
26924 0.903175
27948 0.958521
28972 0.88213
29996 0.903245
31020 0.890616
32044 0.946834
33068 0.916261
34092 0.895792
35116 0.941186
36140 0.907709
37164 0.893247
38188 0.924921
39212 0.911585
40236 0.931427
41260 0.927594
42284 0.945781
43308 0.907959
44332 0.945572
45356 0.893613
46380 0.952331
47404 0.939614
48428 0.9495
49452 0.923097
50476 0.923325
51500 0.914393
52524 0.884168
53548 0.946869
54572 0.89774
55596 0.947629
56620 0.887625
57644 0.936595
58668 0.952845
59692 0.932023
60716 0.897328
61740 0.921383
62764 0.955828
63788 0.916036
64812 0.921951
65836 0.889895
66860 0.901701
67884 0.888627
68908 0.9662
69932 0.911722
70956 0.917148
71980 0.91078
73004 0.907776
74028 0.91221
75052 0.938867
76076 0.925415
77100 0.93242
78124 0.901853
79148 0.901363
80172 0.943932
81196 0.939571
82220 0.92298
83244 0.904409
84268 0.938674
85292 0.90459
86316 0.937503
87340 0.94309
88364 0.919651
89388 0.908755
90412 0.963157
91436 0.932589
92460 0.935623
93484 0.974025
94508 0.918308
95532 0.859846
96556 0.932977
97580 0.910083
98604 0.957616
99628 0.924537
100652 0.958986
101676 0.929979
102700 0.944742
103724 0.932804
104748 0.929706
105772 0.931939
106796 0.967148
107820 0.911507
108844 0.984789
109868 0.961525
110892 0.898991
111916 0.945091
112940 0.958114
113964 0.929151
114988 0.913636
116012 0.958378
117036 0.896497
118060 0.989516
119084 0.951048
120108 0.966177
121132 0.898056
122156 0.933334
123180 0.941628
124204 0.92785
125228 0.954985
126252 0.958777
127276 0.925683
128300 0.922528
129324 0.965521
130348 0.937449
131372 0.866231
132396 0.961359
133420 0.9252
134444 0.92373
135468 0.941076
136492 0.93425
137516 0.936746
138540 0.914131
139564 0.986714
140588 0.908707
141612 0.949543
142636 0.91425
143660 0.885154
