Time Real

300 0
1324 0.317171
2348 0.512325
3372 0.66109
4396 0.770412
5420 0.784476
6444 0.754143
7468 0.912325
8492 0.80639
9516 0.801583
10540 0.84242
11564 0.915144
12588 0.877156
13612 0.839185
14636 0.810984
15660 0.842531
16684 0.912414
17708 0.929005
18732 0.804519
19756 0.880623
20780 0.800207
21804 0.911002
22828 0.870172
23852 0.767092
24876 0.864384
25900 0.875412
26924 0.863236
27948 0.819751
28972 0.899719
29996 0.809695
31020 0.840554
32044 0.797178
33068 0.863916
34092 0.852142
35116 0.804364
36140 0.958587
37164 0.818357
38188 0.898906
39212 0.908324
40236 0.872032
41260 0.813972
42284 0.853367
43308 0.786394
44332 0.892466
45356 0.853586
46380 0.848822
47404 0.890716
48428 0.873675
49452 0.891945
50476 0.851983
51500 0.860125
52524 0.856254
53548 0.904502
54572 0.734971
55596 0.868027
56620 0.900476
57644 0.855465
58668 0.96381
59692 0.898595
60716 0.906275
61740 0.878203
62764 0.874428
63788 0.888471
64812 0.89766
65836 0.909865
66860 0.845661
67884 0.823587
68908 0.908519
69932 0.920626
70956 0.900424
71980 0.838438
73004 0.907517
74028 0.811799
75052 0.910516
76076 0.859059
77100 0.859028
78124 0.896936
79148 0.897804
80172 0.850394
81196 0.895319
82220 0.875393
83244 0.917349
84268 0.866791
85292 0.885531
86316 0.900969
87340 0.831055
88364 0.864984
89388 0.838967
90412 0.840928
91436 0.897049
92460 0.872705
93484 0.791758
94508 0.858883
95532 0.842831
96556 0.868917
97580 0.84914
98604 0.828578
99628 0.904658
100652 0.820477
101676 0.928877
102700 0.985437
103724 0.832631
104748 0.91604
105772 0.841851
106796 0.833109
107820 0.832291
108844 0.826012
109868 0.77595
110892 0.872799
111916 0.785741
112940 0.851603
113964 0.844773
114988 0.904683
116012 0.803216
117036 0.850552
118060 0.80693
119084 0.880635
120108 0.890419
121132 0.941909
122156 0.837503
123180 0.896987
124204 0.83943
125228 0.94991
126252 0.856281
127276 0.851144
128300 0.904363
129324 0.695241
130348 0.915732
131372 0.89762
132396 0.802904
133420 0.885816
134444 0.886417
135468 0.912369
136492 0.846876
137516 0.946492
138540 0.830702
139564 0.891817
140588 0.891379
141612 0.875172
142636 0.849462
143660 0.852385
144684 1
