Time Real

300 0
1324 0.207541
2348 0.336215
3372 0.432303
4396 0.565508
5420 0.548727
6444 0.677576
7468 0.706866
8492 0.704843
9516 0.778857
10540 0.806704
11564 0.814519
12588 0.822899
13612 0.861909
14636 0.876122
15660 0.856986
16684 0.899813
17708 0.892653
18732 0.883251
19756 0.856941
20780 0.898347
21804 0.866892
22828 0.920985
23852 0.941411
24876 0.920066
25900 0.88301
26924 0.942979
27948 0.960524
28972 0.944212
29996 0.914297
31020 0.898188
32044 0.899824
33068 0.960892
34092 0.931115
35116 0.902541
36140 0.908173
37164 0.934807
38188 0.875606
39212 0.932504
40236 0.904984
41260 0.945104
42284 0.945821
43308 0.909472
44332 0.914471
45356 0.972502
46380 0.946773
47404 0.918613
48428 0.922409
49452 0.897686
50476 0.95583
51500 0.90935
52524 0.884048
53548 0.972161
54572 0.903626
55596 0.923275
56620 0.948362
57644 0.907475
58668 0.941948
59692 0.96101
60716 0.934541
61740 0.948012
62764 0.919452
63788 0.915116
64812 0.878442
65836 0.919814
66860 0.934526
67884 0.884818
68908 0.946041
69932 0.938949
70956 0.901251
71980 0.930748
73004 0.994103
74028 0.917618
75052 0.883686
76076 0.947119
77100 0.921415
78124 0.904109
79148 0.896624
80172 0.895866
81196 0.928516
82220 0.931162
83244 0.933
84268 0.967224
85292 0.904155
86316 0.872268
87340 0.939074
88364 0.951669
89388 0.913478
90412 0.946647
91436 0.919296
92460 0.90133
93484 0.89796
94508 0.921659
95532 0.949586
96556 0.933667
97580 0.930704
98604 0.924807
99628 0.98378
100652 0.912559
101676 0.929016
102700 0.967364
103724 0.940627
104748 0.922639
105772 0.902468
106796 0.89921
107820 0.892315
108844 0.939485
109868 0.941655
110892 0.936208
111916 0.898328
112940 0.902681
113964 0.921497
114988 0.912695
116012 0.924418
117036 0.920706
118060 0.947245
119084 0.910209
120108 0.932706
121132 0.955137
122156 0.958355
123180 0.936333
124204 0.910752
125228 0.909253
126252 0.948539
127276 0.976866
128300 0.909642
129324 0.94309
130348 0.941991
131372 0.962606
132396 0.937677
133420 0.902537
134444 0.93359
135468 0.924599
136492 0.911675
137516 0.895062
138540 0.906919
139564 0.902671
140588 0.902138
141612 0.897531
142636 0.890212
143660 0.897423
