Time Real

300 0
1324 0.21839
2348 0.47793
3372 0.500673
4396 0.643216
5420 0.660553
6444 0.740823
7468 0.70974
8492 0.794888
9516 0.80426
10540 0.793825
11564 0.845823
12588 0.813291
13612 0.89373
14636 0.812353
15660 0.862494
16684 0.872823
17708 0.910438
18732 0.839682
19756 0.931967
20780 0.874966
21804 0.847712
22828 0.857827
23852 0.900725
24876 0.84701
25900 0.934401
26924 0.871009
27948 0.905265
28972 0.8826
29996 0.872414
31020 0.90415
32044 0.916826
33068 0.940991
34092 0.90676
35116 0.944082
36140 0.882947
37164 0.918768
38188 0.92302
39212 0.928433
40236 0.888321
41260 0.880782
42284 0.84046
43308 0.871346
44332 0.943897
45356 0.896941
46380 0.87762
47404 0.919325
48428 0.917677
49452 0.887805
50476 0.843577
51500 0.924762
52524 0.934085
53548 0.926532
54572 0.906692
55596 0.914573
56620 0.892559
57644 0.929024
58668 0.918308
59692 0.870206
60716 0.887491
61740 0.936369
62764 0.912954
63788 0.922312
64812 0.902001
65836 0.892336
66860 0.914252
67884 0.920549
68908 0.939245
69932 0.91203
70956 0.886965
71980 0.923749
73004 0.920356
74028 0.941302
75052 0.900201
76076 0.854036
77100 0.942293
78124 0.85901
79148 0.90578
80172 0.883617
81196 0.888979
82220 0.933683
83244 0.858235
84268 0.85811
85292 0.896516
86316 0.866971
87340 0.907444
88364 0.914839
89388 0.923621
90412 0.897137
91436 0.849457
92460 0.879444
93484 0.872024
94508 0.904555
95532 0.914154
96556 0.883398
97580 0.905537
98604 0.861662
99628 0.9735
100652 0.870353
101676 0.888792
102700 0.918493
103724 0.904902
104748 0.895523
105772 0.893458
106796 0.87184
107820 0.882143
108844 0.91299
109868 0.914101
110892 0.977475
111916 0.880051
112940 0.885803
113964 0.949303
114988 0.921314
116012 0.851966
117036 0.912755
118060 0.889379
119084 0.911934
120108 0.909468
121132 0.877935
122156 0.841896
123180 0.866854
124204 0.885209
125228 0.89376
126252 0.853673
127276 0.899651
128300 0.877627
129324 0.912396
130348 0.844424
131372 0.909153
132396 0.886788
133420 0.907065
134444 0.887792
135468 0.918445
136492 0.874414
137516 0.885334
138540 0.906912
139564 0.915969
140588 1
141612 0.878494
142636 0.866639
143660 0.89827
144684 0.901503
