Time Real

300 0
1324 0.334711
2348 0.5307
3372 0.607803
4396 0.708619
5420 0.696529
6444 0.747873
7468 0.809203
8492 0.823042
9516 0.813349
10540 0.836255
11564 0.822105
12588 0.904078
13612 0.894421
14636 0.882418
15660 0.91599
16684 0.892923
17708 0.891956
18732 0.940857
19756 0.911615
20780 0.896517
21804 0.936874
22828 0.917985
23852 0.939433
24876 0.88586
25900 0.921841
26924 0.94641
27948 0.932388
28972 0.887725
29996 0.927441
31020 0.962225
32044 0.877318
33068 0.997886
34092 0.948616
35116 0.889771
36140 0.895692
37164 0.903964
38188 0.909869
39212 0.925629
40236 0.880409
41260 0.896951
42284 0.932696
43308 0.815267
44332 0.936063
45356 0.894031
46380 0.934264
47404 0.89524
48428 0.854358
49452 0.935993
50476 0.902755
51500 0.901695
52524 0.886937
53548 0.913702
54572 0.92174
55596 0.902448
56620 0.903192
57644 0.951555
58668 0.882671
59692 0.896691
60716 0.980605
61740 0.937397
62764 0.949616
63788 0.888308
64812 0.94039
65836 0.9199
66860 0.901093
67884 0.882668
68908 0.919541
69932 0.894212
70956 0.856838
71980 0.955489
73004 0.898171
74028 0.892167
75052 0.911608
76076 0.907152
77100 0.947311
78124 0.920102
79148 0.890824
80172 0.863948
81196 0.971967
82220 0.8427
83244 0.868973
84268 0.911589
85292 0.93976
86316 0.902637
87340 0.847415
88364 0.944914
89388 0.90196
90412 0.885905
91436 0.927684
92460 0.937838
93484 0.954901
94508 0.886628
95532 0.901761
96556 0.919061
97580 0.916411
98604 0.872316
99628 0.897115
100652 0.905583
101676 0.924687
102700 0.921812
103724 0.882023
104748 0.901186
105772 0.893273
106796 0.837668
107820 0.8876
108844 0.900261
109868 0.882166
110892 0.911296
111916 0.929626
112940 0.928547
113964 0.907446
114988 0.858231
116012 0.884344
117036 0.882271
118060 0.916405
119084 0.91189
120108 0.899891
121132 0.875352
122156 0.90154
123180 0.868244
124204 0.868568
125228 0.880663
126252 0.932008
127276 0.92839
128300 0.912326
129324 0.898312
130348 0.907905
131372 0.883551
132396 0.895306
133420 0.859593
134444 0.962055
135468 0.877409
136492 0.87225
137516 0.861941
138540 0.831998
139564 0.892328
140588 0.905518
141612 0.943359
142636 0.90892
143660 0.944299
